# Wavelength [nm],zero_counts_50avgs_60.0ms
278.287686669393,-56.223690104692196
278.74386087814503,-56.380201926198424
279.2000182473741,-57.41686965154129
279.65615876273,-53.03529346668872
280.1122824098627,-56.10633984696704
280.5683891744221,-51.13791613911696
281.02447904205826,-53.79810358797381
281.4805519984209,-55.94983652537926
281.93660802916,-42.00254396085624
282.3926471199255,-58.27755416139027
282.8486692563674,-56.94740043021196
283.30467442413544,-57.12349439238063
283.76066260887967,-52.56583282498341
284.21663379624994,-60.50733161735477
284.67258797189635,-55.51948161128474
285.12852512146856,-54.913134181330214
285.58444523061667,-52.25285989324317
286.0403482849905,-52.99620464742972
286.49623427024,-58.55138438021696
286.9521031720151,-52.76145476812973
287.40795497596577,-58.688278435170275
287.86378966774186,-52.91792812217189
288.3196072329933,-55.61732687092924
288.77540765736995,-58.316665215529945
289.23119092652195,-53.17224868471766
289.68695702609904,-45.48460714906056
290.14270594175105,-54.01333897179496
290.5984376591281,-52.50718267103661
291.05415216387996,-60.09660895030723
291.50984944165674,-49.14264287117677
291.9655294781082,-54.54150052921714
292.4211922588842,-53.935110112896275
292.87683776963485,-53.583004743653355
293.33246599601006,-48.55583322966716
293.7880769236595,-50.35540800503527
294.2436705382333,-56.399719931239545
294.6992468253814,-60.7811446869481
295.15480577075374,-54.658849335157946
295.61034736,-54.99138265016378
296.06587157877027,-56.51705477695372
296.52137841271457,-57.3581994828405
296.97686784748265,-49.74905792550267
297.4323398687245,-54.54150873064828
297.88779446208997,-58.19930222220542
298.3432316132291,-55.969408523019545
298.7986513077918,-57.49511135478908
299.25405353142787,-55.05008760424815
299.70943826978726,-56.1846200442902
300.16480550852,-56.26281299892273
300.62015523327597,-56.575767433103664
301.07548742970494,-62.678450292255526
301.5308020834571,-51.25521517933215
301.98609918018207,-58.903435311484465
302.44137870553,-52.604972603431186
302.89664064515074,-45.52370131077565
303.3518849846942,-55.05003006047196
303.8071117098102,-50.257659712682916
304.26232080614886,-45.073803903179176
304.71751225936,-42.94154976977624
305.1726860550935,-31.36009344176257
305.62784217899934,-52.87883885994441
306.0829806167274,-53.93511033840391
306.53810135392763,-57.3190784699124
306.99320437625,-48.14501558543023
307.4482896693443,-46.83433065755221
307.9033572188606,-50.41411734034523
308.3584070104486,-60.37044267371289
308.81343902975846,-50.785776329263825
309.26845326244,-50.022864518392886
309.72344969414314,-49.612149608424595
310.17842831051775,-49.33822793863678
310.6333890972138,-51.02051297359354
311.08833203988127,-53.62219474506549
311.54325712417,-52.839735763838256
311.9981643357299,-46.1105711126589
312.45305366021097,-42.7458947009056
312.907925083263,-57.5733570883141
313.3627785905361,-57.61245906657345
313.81761416767995,-54.854463242387304
314.2724318003447,-57.96453886804374
314.7272314741802,-50.844477088843895
315.18201317483624,-62.189485904858195
315.63677688796287,-59.86189060420576
316.09152259921,-58.59045513040867
316.54625029422755,-48.907893600922606
317.00095995866536,-57.39733792250488
317.4556515781734,-53.68084400228407
317.9103251384017,-50.55106614418405
318.36498062500004,-53.289603064979566
318.8196180236183,-54.189403545010585
319.27423731990655,-57.29950975660426
319.7288384995146,-53.015772786649066
320.18342154809255,-56.614885296016126
320.63798645129,-56.22371206627763
321.0925331947571,-51.05967484610243
321.5470617641438,-52.683132906680136
322.0015721450999,-53.01573638334057
322.45606432327526,-55.20651443785494
322.91053828431995,-54.48278505439054
323.3649940138839,-58.14058391359743
323.81943149761696,-59.39242240953023
324.273850721169,-46.540959874054536
324.72825167019005,-57.61246595898826
325.18263433033,-54.77614978983769
325.63699868723876,-57.39730923683542
326.0913447265662,-52.878798950963755
326.5456724339622,-57.671159287510456
326.99998179507685,-55.67600647203679
327.45427279556003,-52.878783612850285
327.9085454210615,-57.57331191147533
328.36279965723134,-51.90079376773935
328.81703548971944,-55.24565449900536
329.2712529041757,-48.73180677222828
329.72545188624997,-61.95478978253587
330.1796324215923,-55.46082780585764
330.63379449585256,-54.228491766791784
331.0879380946807,-50.0228904695433
331.54206320372646,-50.57063117066572
331.99616980863993,-58.786088293113345
332.4502578950711,-46.73656226628516
332.90432744866973,-34.82285485906548
333.3583784550858,-57.397290177695616
333.8124108999692,-58.02317224902393
334.26642476896996,-54.15027265952331
334.72042004773795,-55.186980654273576
335.17439672192296,-57.37773636081726
335.628354777175,-59.64673734294007
336.0822941991441,-53.42648657401049
336.53621497348,-57.71024239272619
336.9901170858327,-55.363042711413975
337.44400052185216,-53.73953210710901
337.89786526718825,-58.76644292917305
338.3517113074909,-57.57335289251959
338.80553862841,-53.64171324348281
339.25934721559554,-57.14304931378614
339.7131370546974,-52.78098396405667
340.16690813136546,-54.4045417163753
340.62066043124963,-25.96025298101368
341.07439394,-53.60258466231748
341.52810864326636,-55.12830757385353
341.98180452669857,-53.11349958144195
